Year,Genre,Platform,Global Sales
2003,Racing,PS2,0.27
2003,Racing,PS2,0.06
2003,Racing,PS2,0.06
2003,Racing,PS2,0.09
2003,Racing,PS2,0.09
2003,Racing,PS2,0.1
2003,Racing,PS2,0.1
2003,Racing,PS2,0.11
2003,Racing,PS2,0.12
2003,Racing,PS2,0.13
2003,Racing,PS2,0.12
2003,Racing,PS2,0.18
2003,Racing,PS2,0.23
2003,Racing,PS2,0.28
2003,Racing,PS2,0.28
2003,Racing,PS2,0.35
2003,Racing,PS2,0.42
2003,Racing,PS2,0.47
2003,Racing,PS2,0.49
2003,Racing,PS2,0.5
2003,Racing,PS2,0.91
2003,Racing,PS2,0.84
2003,Racing,PS2,0.92
2003,Racing,PS2,1
2003,Racing,PS2,1.08
2003,Racing,PS2,1.41
2003,Racing,PS2,0.94
2004,Racing,PS2,0.06
2004,Racing,PS2,0.05
2004,Racing,PS2,0.1
2004,Racing,PS2,0.13
2004,Racing,PS2,0.19
2004,Racing,PS2,0.2
2004,Racing,PS2,0.21
2004,Racing,PS2,0.21
2004,Racing,PS2,0.23
2004,Racing,PS2,0.26
2004,Racing,PS2,0.26
2004,Racing,PS2,0.38
2004,Racing,PS2,0.42
2004,Racing,PS2,0.54
2004,Racing,PS2,0.59
2004,Racing,PS2,0.62
2004,Racing,PS2,1.2
2004,Racing,PS2,1.23
2004,Racing,PS2,1.33
2004,Racing,PS2,1.41
2005,Racing,PS2,0.01
2005,Racing,PS2,0.03
2005,Racing,PS2,0.06
2005,Racing,PS2,0.07
2005,Racing,PS2,1.29
2005,Racing,PS2,0.13
2005,Racing,PS2,0.15
2005,Racing,PS2,0.15
2005,Racing,PS2,0.17
2005,Racing,PS2,0.18
2005,Racing,PS2,0.2
2005,Racing,PS2,0.22
2005,Racing,PS2,0.24
2005,Racing,PS2,0.29
2005,Racing,PS2,0.4
2005,Racing,PS2,0.47
2005,Racing,PS2,0.55
2005,Racing,PS2,0.53
2005,Racing,PS2,0.54
2005,Racing,PS2,0.63
2005,Racing,PS2,0.9
2005,Racing,PS2,1.03
2006,Racing,PS2,0.01
2006,Racing,PS2,0.02
2006,Racing,PS2,0.02
2006,Racing,PS2,0.05
2006,Racing,PS2,0.04
2006,Racing,PS2,0.05
2006,Racing,PS2,0.06
2006,Racing,PS2,0.06
2006,Racing,PS2,0.08
2006,Racing,PS2,0.08
2006,Racing,PS2,0.11
2006,Racing,PS2,1.34
2006,Racing,PS2,0.16
2006,Racing,PS2,0.28
2006,Racing,PS2,0.5
2006,Racing,PS2,0.68
2006,Racing,PS2,1.16
2006,Racing,PS2,1.21
2007,Racing,PS2,0.02
2007,Racing,PS2,0.04
2007,Racing,PS2,0.02
2007,Racing,PS2,0.07
2007,Racing,PS2,0.07
2007,Racing,PS2,0.1
2007,Racing,PS2,0.24
2007,Racing,PS2,0.24
2007,Racing,PS2,0.25
2007,Racing,PS2,0.27
2007,Racing,PS2,0.38
2007,Racing,PS2,0.4
2007,Racing,PS2,0.39
2008,Racing,PS2,0.01
2008,Racing,PS2,0.02
2008,Racing,PS2,0.02
2008,Racing,PS2,0.13
2008,Racing,PS2,0.12
2008,Racing,PS2,0.18
2008,Racing,PS2,0.21
2008,Racing,PS2,0.2
2008,Racing,PS2,0.53
2008,Racing,PS2,0.22
2008,Racing,PS2,1.4
2009,Racing,PS2,0.05
2009,Racing,PS2,0.08
2009,Racing,PS2,0.47
2009,Racing,PS2,0.34
2009,Racing,PS2,0.49
,Racing,PS3,0.21
,Racing,PS3,0.64
2006,Racing,PS3,0.61
2006,Racing,PS3,0.18
2006,Racing,PS3,1.26
2006,Racing,PS3,1.37
2007,Racing,PS3,0.03
2007,Racing,PS3,0.41
2007,Racing,PS3,0.23
2007,Racing,PS3,0.26
2007,Racing,PS3,0.46
2007,Racing,PS3,0.53
2007,Racing,PS3,0.64
2007,Racing,PS3,1.06
2008,Racing,PS3,0.08
2008,Racing,PS3,0.08
2008,Racing,PS3,0.04
2008,Racing,PS3,0.26
2008,Racing,PS3,0.25
2008,Racing,PS3,0.21
2008,Racing,PS3,0.39
2008,Racing,PS3,0.9
2008,Racing,PS3,1.11
2008,Racing,PS3,1.37
2009,Racing,PS3,0.02
2009,Racing,PS3,0.1
2009,Racing,PS3,0.04
2009,Racing,PS3,0.04
2009,Racing,PS3,0.19
2009,Racing,PS3,0.08
2009,Racing,PS3,0.09
2009,Racing,PS3,0.3
2009,Racing,PS3,0.25
2009,Racing,PS3,0.33
2009,Racing,PS3,0.91
2009,Racing,PS3,1.01
2010,Racing,PS3,0.07
2010,Racing,PS3,0.12
2010,Racing,PS3,0.24
2010,Racing,PS3,0.22
2010,Racing,PS3,0.22
2010,Racing,PS3,0.75
2010,Racing,PS3,0.74
2010,Racing,PS3,1.13
2010,Racing,PS3,0.98
2010,Racing,PS3,1.35
2011,Racing,PS3,0.06
2011,Racing,PS3,0.07
2011,Racing,PS3,0.1
2011,Racing,PS3,0.09
2011,Racing,PS3,0.27
2011,Racing,PS3,0.12
2011,Racing,PS3,0.14
2011,Racing,PS3,0.17
2011,Racing,PS3,0.17
2011,Racing,PS3,0.47
2011,Racing,PS3,0.49
2011,Racing,PS3,0.54
2011,Racing,PS3,0.69
2011,Racing,PS3,0.98
2011,Racing,PS3,1.08
2011,Racing,PS3,1.22
2012,Racing,PS3,0.04
2012,Racing,PS3,0.08
2012,Racing,PS3,0.18
2012,Racing,PS3,0.19
2012,Racing,PS3,0.35
2012,Racing,PS3,0.54
2012,Racing,PS3,1.07
2013,Racing,PS3,0.05
2013,Racing,PS3,0.39
2013,Racing,PS3,0.63
2013,Racing,PS3,1.44
2014,Racing,PS3,0.05
2014,Racing,PS3,0.1
2014,Racing,PS3,0.03
2014,Racing,PS3,0.12
2014,Racing,PS3,0.21
2014,Racing,PS3,0.49
2015,Racing,PS3,0.08
2015,Racing,PS3,0.07
2014,Racing,PS4,0.18
2014,Racing,PS4,0.43
2014,Racing,PS4,1.7
2015,Racing,PS4,0.17
2015,Racing,PS4,0.22
2015,Racing,PS4,0.66
2015,Racing,PS4,1.04
2016,Racing,PS4,0.03
2016,Racing,PS4,0.05
2016,Racing,PS4,0.04
2016,Racing,PS4,0.06
2016,Racing,PS4,0.08
2016,Racing,PS4,0.27
2016,Racing,PS4,0.32
1994,Role-Playing,PS,0.08
1994,Role-Playing,PS,0.1
1995,Role-Playing,PS,0.16
1995,Role-Playing,PS,0.17
1995,Role-Playing,PS,0.15
1995,Role-Playing,PS,1.11
1995,Role-Playing,PS,0.45
1995,Role-Playing,PS,0.6
1995,Role-Playing,PS,0.57
1996,Role-Playing,PS,0.02
1996,Role-Playing,PS,0.07
1996,Role-Playing,PS,0.2
1996,Role-Playing,PS,0.21
1996,Role-Playing,PS,0.26
1996,Role-Playing,PS,0.44
1996,Role-Playing,PS,0.45
1996,Role-Playing,PS,0.5
1996,Role-Playing,PS,0.55
1996,Role-Playing,PS,0.95
1996,Role-Playing,PS,1.05
1997,Role-Playing,PS,0.08
1997,Role-Playing,PS,0.13
1997,Role-Playing,PS,0.14
1997,Role-Playing,PS,0.21
1997,Role-Playing,PS,0.23
1997,Role-Playing,PS,0.25
1997,Role-Playing,PS,0.5
1997,Role-Playing,PS,0.58
1997,Role-Playing,PS,0.63
1997,Role-Playing,PS,1
1997,Role-Playing,PS,1.04
1997,Role-Playing,PS,1.22
1997,Role-Playing,PS,1.35
1998,Role-Playing,PS,0.04
1998,Role-Playing,PS,0.07
1998,Role-Playing,PS,0.12
1998,Role-Playing,PS,0.12
1998,Role-Playing,PS,0.1
1998,Role-Playing,PS,0.08
1998,Role-Playing,PS,0.14
1998,Role-Playing,PS,0.17
1998,Role-Playing,PS,0.27
1998,Role-Playing,PS,0.28
1998,Role-Playing,PS,1.1
1998,Role-Playing,PS,0.66
1998,Role-Playing,PS,0.55
1998,Role-Playing,PS,0.68
1998,Role-Playing,PS,0.58
1998,Role-Playing,PS,0.7
1998,Role-Playing,PS,1.14
1998,Role-Playing,PS,1.46
1999,Role-Playing,PS,0.04
1999,Role-Playing,PS,0.07
1999,Role-Playing,PS,0.08
1999,Role-Playing,PS,0.14
1999,Role-Playing,PS,0.21
1999,Role-Playing,PS,0.08
1999,Role-Playing,PS,0.15
1999,Role-Playing,PS,0.25
1999,Role-Playing,PS,0.25
1999,Role-Playing,PS,0.27
1999,Role-Playing,PS,0.35
1999,Role-Playing,PS,0.42
1999,Role-Playing,PS,0.45
1999,Role-Playing,PS,0.48
1999,Role-Playing,PS,0.58
1999,Role-Playing,PS,0.67
1999,Role-Playing,PS,0.65
1999,Role-Playing,PS,0.8
1999,Role-Playing,PS,0.81
1999,Role-Playing,PS,0.94
1999,Role-Playing,PS,1.11
1999,Role-Playing,PS,1.3
2000,Role-Playing,PS,0.21
2000,Role-Playing,PS,0.35
2000,Role-Playing,PS,0.58
2000,Role-Playing,PS,0.56
2000,Role-Playing,PS,0.81
2000,Role-Playing,PS,0.87
2001,Role-Playing,PS,0.05
2001,Role-Playing,PS,0.09
2001,Role-Playing,PS,1.21
2001,Role-Playing,PS,0.35
2001,Role-Playing,PS,0.52
2001,Role-Playing,PS,0.39
2001,Role-Playing,PS,0.66
2002,Role-Playing,PS,0.02
2002,Role-Playing,PS,0.32
,Role-Playing,PS2,0.02
,Role-Playing,PS2,0.63
,Role-Playing,PS2,0.32
,Role-Playing,PS2,0.98
2000,Role-Playing,PS2,0.06
2000,Role-Playing,PS2,0.08
2000,Role-Playing,PS2,0.3
2000,Role-Playing,PS2,0.35
2000,Role-Playing,PS2,0.31
2000,Role-Playing,PS2,0.51
2000,Role-Playing,PS2,1.54
2001,Role-Playing,PS2,0.02
2001,Role-Playing,PS2,0.06
2001,Role-Playing,PS2,0.09
2001,Role-Playing,PS2,0.09
2001,Role-Playing,PS2,0.08
2001,Role-Playing,PS2,0.09
2001,Role-Playing,PS2,0.1
2001,Role-Playing,PS2,0.1
2001,Role-Playing,PS2,0.09
2001,Role-Playing,PS2,0.28
2001,Role-Playing,PS2,0.26
2001,Role-Playing,PS2,0.36
2001,Role-Playing,PS2,1.24
2002,Role-Playing,PS2,0.05
2002,Role-Playing,PS2,0.07
2002,Role-Playing,PS2,0.16
2002,Role-Playing,PS2,0.54
2002,Role-Playing,PS2,0.8
2002,Role-Playing,PS2,0.05
2002,Role-Playing,PS2,0.07
2002,Role-Playing,PS2,0.13
2002,Role-Playing,PS2,0.19
2002,Role-Playing,PS2,0.19
2002,Role-Playing,PS2,0.38
2002,Role-Playing,PS2,0.21
2002,Role-Playing,PS2,0.77
2002,Role-Playing,PS2,0.29
2002,Role-Playing,PS2,0.46
2002,Role-Playing,PS2,0.62
2002,Role-Playing,PS2,0.68
2002,Role-Playing,PS2,0.96
2002,Role-Playing,PS2,1.27
2002,Role-Playing,PS2,1.74
2003,Role-Playing,PS2,0.13
2003,Role-Playing,PS2,0.17
2003,Role-Playing,PS2,0.17
2003,Role-Playing,PS2,0.24
2003,Role-Playing,PS2,0.24
2003,Role-Playing,PS2,0.09
2003,Role-Playing,PS2,0.11
2003,Role-Playing,PS2,0.18
2003,Role-Playing,PS2,0.19
2003,Role-Playing,PS2,0.38
2003,Role-Playing,PS2,0.33
2003,Role-Playing,PS2,0.56
2003,Role-Playing,PS2,0.36
2003,Role-Playing,PS2,0.43
2003,Role-Playing,PS2,0.65
2003,Role-Playing,PS2,1.72
2004,Role-Playing,PS2,0.03
2004,Role-Playing,PS2,0.03
2004,Role-Playing,PS2,0.27
2004,Role-Playing,PS2,0.29
2004,Role-Playing,PS2,0.59
2004,Role-Playing,PS2,1.65
2004,Role-Playing,PS2,0.05
2004,Role-Playing,PS2,0.06
2004,Role-Playing,PS2,0.06
2004,Role-Playing,PS2,0.07
2004,Role-Playing,PS2,0.09
2004,Role-Playing,PS2,0.13
2004,Role-Playing,PS2,0.14
2004,Role-Playing,PS2,0.15
2004,Role-Playing,PS2,0.18
2004,Role-Playing,PS2,0.21
2004,Role-Playing,PS2,0.22
2004,Role-Playing,PS2,0.24
2004,Role-Playing,PS2,0.25
2004,Role-Playing,PS2,0.27
2004,Role-Playing,PS2,0.5
2004,Role-Playing,PS2,0.66
2004,Role-Playing,PS2,0.43
2004,Role-Playing,PS2,0.58
2004,Role-Playing,PS2,0.58
2004,Role-Playing,PS2,0.68
2004,Role-Playing,PS2,1.28
2005,Role-Playing,PS2,0.03
2005,Role-Playing,PS2,0.04
2005,Role-Playing,PS2,0.16
2005,Role-Playing,PS2,0.23
2005,Role-Playing,PS2,0.57
2005,Role-Playing,PS2,0.05
2005,Role-Playing,PS2,0.06
2005,Role-Playing,PS2,0.07
2005,Role-Playing,PS2,0.08
2005,Role-Playing,PS2,0.11
2005,Role-Playing,PS2,0.1
2005,Role-Playing,PS2,0.58
2005,Role-Playing,PS2,0.12
2005,Role-Playing,PS2,0.13
2005,Role-Playing,PS2,0.13
2005,Role-Playing,PS2,0.14
2005,Role-Playing,PS2,0.15
2005,Role-Playing,PS2,0.14
2005,Role-Playing,PS2,0.15
2005,Role-Playing,PS2,0.29
2005,Role-Playing,PS2,0.49
2005,Role-Playing,PS2,0.49
2005,Role-Playing,PS2,0.4
2005,Role-Playing,PS2,0.65
2005,Role-Playing,PS2,0.84
2005,Role-Playing,PS2,0.65
2005,Role-Playing,PS2,0.63
2005,Role-Playing,PS2,1.14
2006,Role-Playing,PS2,0.01
2006,Role-Playing,PS2,0.02
2006,Role-Playing,PS2,0.04
2006,Role-Playing,PS2,0.05
2006,Role-Playing,PS2,0.07
2006,Role-Playing,PS2,0.09
2006,Role-Playing,PS2,0.1
2006,Role-Playing,PS2,0.12
2006,Role-Playing,PS2,0.16
2006,Role-Playing,PS2,0.17
2006,Role-Playing,PS2,0.18
2006,Role-Playing,PS2,0.19
2006,Role-Playing,PS2,0.21
2006,Role-Playing,PS2,0.29
2006,Role-Playing,PS2,0.52
2006,Role-Playing,PS2,0.47
2006,Role-Playing,PS2,0.23
2006,Role-Playing,PS2,0.33
2006,Role-Playing,PS2,0.37
2006,Role-Playing,PS2,0.35
2006,Role-Playing,PS2,0.43
2006,Role-Playing,PS2,0.22
2006,Role-Playing,PS2,0.23
2006,Role-Playing,PS2,0.24
2006,Role-Playing,PS2,0.28
2006,Role-Playing,PS2,0.29
2006,Role-Playing,PS2,0.82
2006,Role-Playing,PS2,0.45
2007,Role-Playing,PS2,0.01
2007,Role-Playing,PS2,0.02
2007,Role-Playing,PS2,0.02
2007,Role-Playing,PS2,0.02
2007,Role-Playing,PS2,0.04
2007,Role-Playing,PS2,0.05
2007,Role-Playing,PS2,0.05
2007,Role-Playing,PS2,0.06
2007,Role-Playing,PS2,0.08
2007,Role-Playing,PS2,0.08
2007,Role-Playing,PS2,0.09
2007,Role-Playing,PS2,0.1
2007,Role-Playing,PS2,0.11
2007,Role-Playing,PS2,0.13
2007,Role-Playing,PS2,0.17
2007,Role-Playing,PS2,0.06
2007,Role-Playing,PS2,0.08
2007,Role-Playing,PS2,0.13
2007,Role-Playing,PS2,0.11
2007,Role-Playing,PS2,0.18
2007,Role-Playing,PS2,0.26
2007,Role-Playing,PS2,0.28
2007,Role-Playing,PS2,0.41
2007,Role-Playing,PS2,0.63
2007,Role-Playing,PS2,0.56
2007,Role-Playing,PS2,0.81
2008,Role-Playing,PS2,0.02
2008,Role-Playing,PS2,0.13
2008,Role-Playing,PS2,0.17
2008,Role-Playing,PS2,0.11
2008,Role-Playing,PS2,0.13
2008,Role-Playing,PS2,0.14
2008,Role-Playing,PS2,0.2
2008,Role-Playing,PS2,0.82
2008,Role-Playing,PS2,0.87
2009,Role-Playing,PS2,0.41
2010,Role-Playing,PS2,0.02
,Role-Playing,PS3,0.01
,Role-Playing,PS3,0.05
2006,Role-Playing,PS3,0.2
2006,Role-Playing,PS3,0.39
2007,Role-Playing,PS3,0.04
2007,Role-Playing,PS3,0.07
2007,Role-Playing,PS3,0.2
2007,Role-Playing,PS3,0.33
2008,Role-Playing,PS3,0.23
2008,Role-Playing,PS3,0.19
2008,Role-Playing,PS3,0.51
2008,Role-Playing,PS3,0.45
2008,Role-Playing,PS3,0.93
2008,Role-Playing,PS3,1.29
2009,Role-Playing,PS3,0.01
2009,Role-Playing,PS3,0.45
2009,Role-Playing,PS3,0.18
2009,Role-Playing,PS3,0.5
2009,Role-Playing,PS3,0.57
2009,Role-Playing,PS3,0.75
2009,Role-Playing,PS3,0.62
2009,Role-Playing,PS3,1.69
2010,Role-Playing,PS3,0.02
2010,Role-Playing,PS3,0.07
2010,Role-Playing,PS3,0.09
2010,Role-Playing,PS3,0.14
2010,Role-Playing,PS3,0.24
2010,Role-Playing,PS3,0.26
2010,Role-Playing,PS3,0.13
2010,Role-Playing,PS3,0.14
2010,Role-Playing,PS3,0.43
2010,Role-Playing,PS3,0.46
2010,Role-Playing,PS3,0.64
2010,Role-Playing,PS3,0.43
2010,Role-Playing,PS3,0.64
2010,Role-Playing,PS3,0.73
2010,Role-Playing,PS3,1.02
2010,Role-Playing,PS3,0.74
2011,Role-Playing,PS3,0.02
2011,Role-Playing,PS3,0.09
2011,Role-Playing,PS3,0.5
2011,Role-Playing,PS3,0.22
2011,Role-Playing,PS3,0.24
2011,Role-Playing,PS3,0.48
2011,Role-Playing,PS3,0.52
2011,Role-Playing,PS3,0.39
2011,Role-Playing,PS3,0.58
2011,Role-Playing,PS3,1.24
2011,Role-Playing,PS3,1.48
2011,Role-Playing,PS3,1.55
2012,Role-Playing,PS3,0.04
2012,Role-Playing,PS3,0.04
2012,Role-Playing,PS3,0.16
2012,Role-Playing,PS3,0.16
2012,Role-Playing,PS3,0.17
2012,Role-Playing,PS3,0.27
2012,Role-Playing,PS3,0.25
2012,Role-Playing,PS3,0.24
2012,Role-Playing,PS3,0.87
2012,Role-Playing,PS3,0.87
2012,Role-Playing,PS3,1.46
2013,Role-Playing,PS3,0.01
2013,Role-Playing,PS3,0.02
2013,Role-Playing,PS3,0.02
2013,Role-Playing,PS3,0.02
2013,Role-Playing,PS3,0.02
2013,Role-Playing,PS3,0.07
2013,Role-Playing,PS3,0.07
2013,Role-Playing,PS3,0.15
2013,Role-Playing,PS3,0.21
2013,Role-Playing,PS3,0.2
2013,Role-Playing,PS3,0.2
2013,Role-Playing,PS3,0.22
2013,Role-Playing,PS3,0.22
2013,Role-Playing,PS3,0.3
2013,Role-Playing,PS3,0.53
2013,Role-Playing,PS3,0.54
2013,Role-Playing,PS3,1.1
2013,Role-Playing,PS3,1.12
2013,Role-Playing,PS3,1.33
2013,Role-Playing,PS3,1.75
2014,Role-Playing,PS3,0.02
2014,Role-Playing,PS3,0.03
2014,Role-Playing,PS3,0.03
2014,Role-Playing,PS3,0.12
2014,Role-Playing,PS3,0.14
2014,Role-Playing,PS3,0.23
2014,Role-Playing,PS3,0.04
2014,Role-Playing,PS3,0.08
2014,Role-Playing,PS3,0.05
2014,Role-Playing,PS3,0.06
2014,Role-Playing,PS3,0.1
2014,Role-Playing,PS3,0.12
2014,Role-Playing,PS3,0.16
2014,Role-Playing,PS3,0.2
2014,Role-Playing,PS3,0.65
2014,Role-Playing,PS3,0.98
2014,Role-Playing,PS3,1.32
2014,Role-Playing,PS3,1.32
2015,Role-Playing,PS3,0.03
2015,Role-Playing,PS3,0.03
2015,Role-Playing,PS3,0.05
2015,Role-Playing,PS3,0.1
2015,Role-Playing,PS3,0.59
2016,Role-Playing,PS3,0.04
2016,Role-Playing,PS3,0.1
2016,Role-Playing,PS3,0.11
2016,Role-Playing,PS3,0.12
2016,Role-Playing,PS3,0.06
2014,Role-Playing,PS4,0.02
2014,Role-Playing,PS4,0.05
2014,Role-Playing,PS4,0.1
2014,Role-Playing,PS4,0.19
2014,Role-Playing,PS4,0.51
2014,Role-Playing,PS4,0.72
2014,Role-Playing,PS4,1.74
2015,Role-Playing,PS4,0.01
2015,Role-Playing,PS4,0.03
2015,Role-Playing,PS4,0.06
2015,Role-Playing,PS4,0.04
2015,Role-Playing,PS4,0.05
2015,Role-Playing,PS4,0.07
2015,Role-Playing,PS4,0.08
2015,Role-Playing,PS4,0.08
2015,Role-Playing,PS4,0.1
2015,Role-Playing,PS4,0.05
2015,Role-Playing,PS4,0.06
2015,Role-Playing,PS4,0.08
2015,Role-Playing,PS4,0.1
2015,Role-Playing,PS4,0.12
2015,Role-Playing,PS4,0.1
2015,Role-Playing,PS4,0.23
2015,Role-Playing,PS4,0.27
2015,Role-Playing,PS4,0.27
2015,Role-Playing,PS4,0.38
2015,Role-Playing,PS4,0.59
2015,Role-Playing,PS4,0.71
2015,Role-Playing,PS4,0.97
2015,Role-Playing,PS4,1.72
2016,Role-Playing,PS4,0.02
2016,Role-Playing,PS4,0.02
2016,Role-Playing,PS4,0.06
2016,Role-Playing,PS4,0.22
2016,Role-Playing,PS4,0.22
2016,Role-Playing,PS4,0.34
2016,Role-Playing,PS4,0.05
2016,Role-Playing,PS4,0.11
2016,Role-Playing,PS4,0.17
2016,Role-Playing,PS4,0.18
2016,Role-Playing,PS4,0.3
2016,Role-Playing,PS4,0.33
2016,Role-Playing,PS4,1.56
2017,Role-Playing,PS4,0.03
1994,Shooter,PS,0.11
1994,Shooter,PS,0.37
1994,Shooter,PS,0.33
1994,Shooter,PS,0.78
1995,Shooter,PS,0.04
1995,Shooter,PS,0.05
1995,Shooter,PS,0.05
1995,Shooter,PS,0.06
1995,Shooter,PS,0.07
1995,Shooter,PS,0.07
1995,Shooter,PS,0.07
1995,Shooter,PS,0.08
1995,Shooter,PS,0.1
1995,Shooter,PS,0.13
1995,Shooter,PS,0.11
1995,Shooter,PS,0.14
1995,Shooter,PS,0.09
1995,Shooter,PS,0.09
1995,Shooter,PS,0.14
1995,Shooter,PS,0.23
1995,Shooter,PS,0.16
1995,Shooter,PS,0.27
1996,Shooter,PS,0.03
1996,Shooter,PS,0.03
1996,Shooter,PS,0.03
1996,Shooter,PS,0.04
1996,Shooter,PS,0.07
1996,Shooter,PS,0.05
1996,Shooter,PS,0.08
1996,Shooter,PS,0.1
1996,Shooter,PS,0.19
1996,Shooter,PS,0.25
1996,Shooter,PS,0.47
1996,Shooter,PS,0.55
1996,Shooter,PS,0.67
1996,Shooter,PS,0.72
1996,Shooter,PS,0.88
1996,Shooter,PS,1.54
1997,Shooter,PS,0.03
1997,Shooter,PS,0.04
1997,Shooter,PS,0.06
1997,Shooter,PS,0.07
1997,Shooter,PS,0.07
1997,Shooter,PS,0.09
1997,Shooter,PS,0.1
1997,Shooter,PS,0.11
1997,Shooter,PS,0.11
1997,Shooter,PS,0.11
1997,Shooter,PS,0.2
1997,Shooter,PS,0.14
1997,Shooter,PS,0.31
1997,Shooter,PS,0.34
1997,Shooter,PS,0.44
1997,Shooter,PS,0.61
1997,Shooter,PS,1.68
1998,Shooter,PS,0.03
1998,Shooter,PS,0.04
1998,Shooter,PS,0.05
1998,Shooter,PS,0.07
1998,Shooter,PS,0.06
1998,Shooter,PS,0.09
1998,Shooter,PS,0.12
1998,Shooter,PS,0.08
1998,Shooter,PS,0.24
1998,Shooter,PS,0.41
1998,Shooter,PS,0.65
1998,Shooter,PS,0.71
1998,Shooter,PS,1.15
1998,Shooter,PS,1.38
1999,Shooter,PS,0.02
1999,Shooter,PS,0.01
1999,Shooter,PS,0.45
1999,Shooter,PS,0.52
1999,Shooter,PS,1.64
2000,Shooter,PS,0.02
2000,Shooter,PS,0.02
2000,Shooter,PS,0.08
2000,Shooter,PS,0.08
2000,Shooter,PS,0.16
2000,Shooter,PS,0.24
2000,Shooter,PS,0.24
2000,Shooter,PS,0.25
2000,Shooter,PS,0.97
2001,Shooter,PS,0.06
2001,Shooter,PS,0.05
2001,Shooter,PS,0.09
2001,Shooter,PS,0.23
2001,Shooter,PS,0.43
2001,Shooter,PS,0.52
2001,Shooter,PS,0.55
2001,Shooter,PS,0.87
,Shooter,PS2,0.06
,Shooter,PS2,0.23
2000,Shooter,PS2,0.07
2000,Shooter,PS2,0.08
2000,Shooter,PS2,0.29
2000,Shooter,PS2,0.38
2000,Shooter,PS2,0.43
2000,Shooter,PS2,0.58
2001,Shooter,PS2,0.04
2001,Shooter,PS2,0.06
2001,Shooter,PS2,0.06
2001,Shooter,PS2,0.05
2001,Shooter,PS2,0.08
2001,Shooter,PS2,0.28
2001,Shooter,PS2,0.14
2001,Shooter,PS2,0.15
2001,Shooter,PS2,0.17
2001,Shooter,PS2,0.19
2001,Shooter,PS2,0.17
2001,Shooter,PS2,0.21
2001,Shooter,PS2,0.53
2001,Shooter,PS2,0.56
2001,Shooter,PS2,0.6
2001,Shooter,PS2,0.75
2002,Shooter,PS2,0.39
2002,Shooter,PS2,0.09
2002,Shooter,PS2,0.08
2002,Shooter,PS2,0.11
2002,Shooter,PS2,0.11
2002,Shooter,PS2,0.1
2002,Shooter,PS2,0.14
2002,Shooter,PS2,0.16
2002,Shooter,PS2,0.19
2002,Shooter,PS2,0.22
2002,Shooter,PS2,0.27
2002,Shooter,PS2,0.42
2002,Shooter,PS2,0.5
2002,Shooter,PS2,0.5
2002,Shooter,PS2,1.57
2002,Shooter,PS2,0.58
2002,Shooter,PS2,0.61
2002,Shooter,PS2,0.7
2002,Shooter,PS2,1.09
2002,Shooter,PS2,1.31
2002,Shooter,PS2,1.36
2002,Shooter,PS2,1.5
2003,Shooter,PS2,0.03
2003,Shooter,PS2,0.03
2003,Shooter,PS2,0.08
2003,Shooter,PS2,0.13
2003,Shooter,PS2,0.15
2003,Shooter,PS2,0.15
2003,Shooter,PS2,0.16
2003,Shooter,PS2,0.19
2003,Shooter,PS2,0.19
2003,Shooter,PS2,0.23
2003,Shooter,PS2,0.32
2003,Shooter,PS2,0.35
2003,Shooter,PS2,0.52
2003,Shooter,PS2,0.53
2003,Shooter,PS2,0.57
2003,Shooter,PS2,0.61
2003,Shooter,PS2,0.7
2003,Shooter,PS2,0.77
2003,Shooter,PS2,1.34
2004,Shooter,PS2,0.02
2004,Shooter,PS2,0.04
2004,Shooter,PS2,0.06
2004,Shooter,PS2,0.06
2004,Shooter,PS2,0.07
2004,Shooter,PS2,0.11
2004,Shooter,PS2,0.09
2004,Shooter,PS2,0.1
2004,Shooter,PS2,0.14
2004,Shooter,PS2,0.17
2004,Shooter,PS2,0.16
2004,Shooter,PS2,0.18
2004,Shooter,PS2,0.21
2004,Shooter,PS2,0.22
2004,Shooter,PS2,0.27
2004,Shooter,PS2,0.29
2004,Shooter,PS2,0.53
2004,Shooter,PS2,0.64
2004,Shooter,PS2,0.76
2004,Shooter,PS2,0.8
2004,Shooter,PS2,0.81
2004,Shooter,PS2,1.08
2004,Shooter,PS2,0.94
2004,Shooter,PS2,1.15
2004,Shooter,PS2,1.16
2004,Shooter,PS2,1.29
2004,Shooter,PS2,1.45
2005,Shooter,PS2,0.03
2005,Shooter,PS2,0.04
2005,Shooter,PS2,0.02
2005,Shooter,PS2,0.05
2005,Shooter,PS2,0.17
2005,Shooter,PS2,0.44
2005,Shooter,PS2,0.09
2005,Shooter,PS2,0.11
2005,Shooter,PS2,0.11
2005,Shooter,PS2,0.12
2005,Shooter,PS2,0.19
2005,Shooter,PS2,0.19
2005,Shooter,PS2,0.2
2005,Shooter,PS2,0.24
2005,Shooter,PS2,0.32
2005,Shooter,PS2,0.35
2005,Shooter,PS2,0.36
2005,Shooter,PS2,0.44
2005,Shooter,PS2,0.46
2005,Shooter,PS2,0.46
2005,Shooter,PS2,0.45
2005,Shooter,PS2,0.46
2005,Shooter,PS2,1.69
2005,Shooter,PS2,0.94
2005,Shooter,PS2,1.24
2005,Shooter,PS2,1.17
2006,Shooter,PS2,0.01
2006,Shooter,PS2,0.01
2006,Shooter,PS2,0.02
2006,Shooter,PS2,0.49
2006,Shooter,PS2,0.04
2006,Shooter,PS2,0.06
